City Name,Temperature (F),Humidity %,Cloud Coverage %,Wind Speed (mph),City Latitude,City Longitude,City Country,City Local Date_Time,Random_Latitude,Random_Longitude
Presidencia Roque Sáenz Peña,93.99,29,2,4.0,-26.7852,-60.4388,AR,"Thu, 11 Mar 2021 14:15:10",-26.03,-61.06
Arkhara,10.92,96,1,0.72,49.4212,130.0842,RU,"Fri, 12 Mar 2021 02:15:10",49.67,130.65
Makkah al Mukarramah,84.29,32,0,5.21,21.4267,39.8261,SA,"Thu, 11 Mar 2021 20:15:10",22.59,42.09
Udachny,-18.15,89,46,4.5,66.4167,112.4,RU,"Fri, 12 Mar 2021 02:15:11",66.5,114.96
Buala,78.69,84,92,6.71,-8.145,159.5921,SB,"Fri, 12 Mar 2021 04:15:11",-2.1,163.7
Rameswaram,82.17,77,0,18.81,9.2833,79.3,IN,"Thu, 11 Mar 2021 22:45:12",8.8,79.8
Mbuji-Mayi,79.14,69,56,3.89,-6.15,23.6,CD,"Thu, 11 Mar 2021 19:15:12",-6.32,23.32
Khani,44.6,81,90,17.27,41.9563,42.9566,RU,"Thu, 11 Mar 2021 21:15:12",59.93,119.85
Alice Springs,77.0,83,100,3.44,-23.7,133.8833,AU,"Fri, 12 Mar 2021 02:42:08",-21.47,131.95
San Miguel de Cozumel,81.0,65,40,11.5,20.5083,-86.9458,MX,"Thu, 11 Mar 2021 12:12:25",19.96,-85.09
Pingliang,44.26,75,0,3.56,35.5392,106.6861,CN,"Fri, 12 Mar 2021 01:15:13",35.79,106.62
Jizan,82.4,74,0,3.44,17.3333,42.6667,SA,"Thu, 11 Mar 2021 20:15:14",16.32,41.61
Coacoyul,86.09,29,0,3.15,17.8058,-99.11,MX,"Thu, 11 Mar 2021 11:15:14",17.68,-101.44
Kalmunai,79.88,80,80,8.16,7.4167,81.8167,LK,"Thu, 11 Mar 2021 22:45:14",6.43,88.47
Yola,101.57,15,97,4.43,9.2,12.4833,NG,"Thu, 11 Mar 2021 18:15:15",9.12,12.51
Along,60.71,80,14,2.21,28.1667,94.7667,IN,"Thu, 11 Mar 2021 22:45:15",33.86,95.53
Ayní,33.75,71,22,9.35,39.3941,68.5377,TJ,"Thu, 11 Mar 2021 22:15:15",39.32,68.61
Bandarbeyla,78.28,73,0,10.83,9.4942,50.8122,SO,"Thu, 11 Mar 2021 20:15:16",8.05,55.99
Okha,7.09,84,2,14.36,53.5739,142.9478,RU,"Fri, 12 Mar 2021 04:15:16",55.57,146.31
Balaipungut,77.0,83,40,3.4,1.05,101.2833,ID,"Fri, 12 Mar 2021 00:15:17",0.47,101.49
Kostanay,6.8,78,75,13.42,53.1667,63.5833,KZ,"Thu, 11 Mar 2021 23:15:17",53.12,64.27
Paamiut,20.12,76,100,13.0,61.994,-49.6678,GL,"Thu, 11 Mar 2021 14:15:18",63.66,-48.86
Mossendjo,75.85,95,87,2.82,-2.9506,12.7261,CG,"Thu, 11 Mar 2021 18:15:18",-2.76,13.56
Vilhena,75.2,88,75,8.05,-12.7406,-60.1458,BR,"Thu, 11 Mar 2021 13:10:21",-13.49,-60.29
Saint Paul Harbor,19.4,42,1,39.12,57.79,-152.4072,US,"Thu, 11 Mar 2021 08:15:19",58.31,-156.84
Pierre,42.01,80,1,10.36,44.3683,-100.351,US,"Thu, 11 Mar 2021 11:15:00",43.28,-101.53
Chimoré,94.91,35,3,4.88,-16.9833,-65.1333,BO,"Thu, 11 Mar 2021 13:15:19",-16.31,-64.31
Pontes e Lacerda,91.72,48,91,2.42,-15.2261,-59.3353,BR,"Thu, 11 Mar 2021 13:15:20",-15.36,-58.69
Mossamedes,75.9,73,45,10.54,-15.1961,12.1522,AO,"Thu, 11 Mar 2021 18:15:20",-17.97,7.5
Maputo,87.01,79,40,12.66,-25.9653,32.5892,MZ,"Thu, 11 Mar 2021 19:12:46",-26.17,33.49
Abu Dhabi,78.8,53,0,11.23,24.4667,54.3667,AE,"Thu, 11 Mar 2021 21:12:20",24.66,54.11
Ust'-Ishim,5.23,97,95,2.66,57.6935,71.1665,RU,"Thu, 11 Mar 2021 23:15:21",58.85,70.64
Gonzales,79.0,53,75,10.36,30.2385,-90.9201,US,"Thu, 11 Mar 2021 11:13:20",36.65,-121.43
Norwich,50.0,53,20,19.57,52.6278,1.2983,GB,"Thu, 11 Mar 2021 17:15:21",53.06,1.48
Sur,78.24,40,1,6.64,22.5667,59.5289,OM,"Thu, 11 Mar 2021 21:15:22",19.78,62.84
Chifeng,32.7,96,88,4.38,42.2683,118.9636,CN,"Fri, 12 Mar 2021 01:15:22",44.1,119.06
Bushehr,69.8,73,75,4.61,28.9684,50.8385,IR,"Thu, 11 Mar 2021 20:45:22",29.39,50.61
Puttūr,82.4,74,75,2.21,12.7667,75.2167,IN,"Thu, 11 Mar 2021 22:45:23",13.51,79.55
Bariloche,63.0,58,40,28.77,-41.1456,-71.3082,AR,"Thu, 11 Mar 2021 14:10:36",-41.02,-70.61
Sambava,79.16,85,6,7.0,-14.2667,50.1667,MG,"Thu, 11 Mar 2021 20:15:23",-12.86,53.27
Rincon,75.2,43,40,12.66,32.296,-81.2354,AN,"Thu, 11 Mar 2021 12:15:24",13.28,-67.58
Sorong,76.71,90,100,4.47,-0.8833,131.25,ID,"Fri, 12 Mar 2021 02:15:24",0.85,130.02
Matagami,41.0,100,90,12.66,49.7502,-77.6328,CA,"Thu, 11 Mar 2021 12:15:24",50.36,-79.07
Ganzhou,54.61,91,81,2.13,28.8184,115.4327,CN,"Fri, 12 Mar 2021 01:15:25",25.75,114.7
Flinders,71.01,92,94,4.0,-34.5833,150.8552,AU,"Fri, 12 Mar 2021 04:15:25",-28.8,134.29
Iranshahr,75.2,23,0,4.61,27.2025,60.6848,IR,"Thu, 11 Mar 2021 20:45:25",26.65,59.91
Escalerillas,69.8,28,20,2.84,22.1333,-101.0667,MX,"Thu, 11 Mar 2021 11:15:26",22.09,-101.09
Saurimo,72.54,80,27,3.49,-9.6608,20.3916,AO,"Thu, 11 Mar 2021 18:15:26",-9.08,19.49
Visakhapatnam,78.8,83,1,2.3,17.69,83.2093,IN,"Thu, 11 Mar 2021 22:45:27",17.17,84.08
Hasaki,50.0,81,75,4.61,35.7333,140.8333,JP,"Fri, 12 Mar 2021 02:15:27",30.87,151.71
San Cristobal,82.4,61,40,11.5,7.7669,-72.225,EC,"Thu, 11 Mar 2021 13:15:28",-2.67,-87.69
Novaya Bryan’,19.4,79,0,4.47,51.7159,108.2691,RU,"Fri, 12 Mar 2021 01:15:28",51.59,107.93
Ballina,68.0,94,75,3.38,-28.8667,153.5667,AU,"Fri, 12 Mar 2021 04:15:28",-30.08,155.83
Codrington,55.11,90,25,6.02,-38.2667,141.9667,AG,"Fri, 12 Mar 2021 04:15:29",26.53,-51.9
Prince Rupert,39.2,93,90,11.5,54.3161,-130.3201,CA,"Thu, 11 Mar 2021 09:15:29",51.91,-131.4
Carutapera,85.17,69,80,5.48,-1.195,-46.02,BR,"Thu, 11 Mar 2021 14:15:29",0.74,-45.51
Huarmey,79.54,65,23,10.09,-10.0681,-78.1522,PE,"Thu, 11 Mar 2021 12:15:30",-14.99,-86.75
Usinsk,7.84,91,100,10.98,65.9939,57.5281,RU,"Thu, 11 Mar 2021 20:15:30",69.15,57.81
Iraquara,90.28,32,1,8.61,-12.2486,-41.6194,BR,"Thu, 11 Mar 2021 14:15:30",-12.24,-41.46
Beloha,78.98,65,82,6.73,-25.1667,45.05,MG,"Thu, 11 Mar 2021 20:15:31",-25.68,44.41
Hwange,73.62,55,20,2.13,-18.3693,26.5019,ZW,"Thu, 11 Mar 2021 19:15:31",-18.71,27.15
Portland,44.01,75,20,1.99,45.5234,-122.6762,AU,"Thu, 11 Mar 2021 09:15:00",-45.6,139.94
Kutum,79.43,10,64,7.16,14.2,24.6667,SD,"Thu, 11 Mar 2021 19:15:32",14.47,24.18
Port Hardy,41.0,87,40,2.3,50.6996,-127.4199,CA,"Thu, 11 Mar 2021 09:15:32",46.16,-133.15
Richards Bay,76.91,82,72,15.19,-28.783,32.0377,ZA,"Thu, 11 Mar 2021 19:14:32",-30.95,34.6
Kaoma,69.03,89,36,4.56,-14.7833,24.8,ZM,"Thu, 11 Mar 2021 19:15:33",-16.02,25.17
Santa Helena,88.77,64,100,3.04,-2.2311,-45.3,CO,"Thu, 11 Mar 2021 14:15:33",6.5,-73.6
Sistranda,39.2,56,0,34.52,63.7256,8.834,NO,"Thu, 11 Mar 2021 18:15:33",71.92,4.35
Carauari,80.78,76,98,1.9,-4.8828,-66.8958,BR,"Thu, 11 Mar 2021 13:15:34",-6.15,-67.04
Guerrero Negro,60.76,50,70,14.29,27.9769,-114.0611,MX,"Thu, 11 Mar 2021 10:15:34",25.25,-118.01
Zhangjiakou Shi Xuanhua Qu,47.37,77,84,6.58,40.6103,115.0447,CN,"Fri, 12 Mar 2021 01:13:10",39.7,114.41
Khandyga,-2.0,98,100,3.27,62.6667,135.6,RU,"Fri, 12 Mar 2021 02:15:35",64.55,137.36
Griffith,55.99,54,1,17.27,41.5284,-87.4237,AU,"Thu, 11 Mar 2021 11:15:35",-34.16,145.82
Yanta,42.28,91,16,5.48,36.2411,115.6672,CN,"Fri, 12 Mar 2021 01:15:35",36.48,115.26
Souillac,80.6,78,75,12.66,-20.5167,57.5167,MU,"Thu, 11 Mar 2021 21:15:36",-35.81,64.53
Xiaoweizhai,55.31,96,98,2.21,26.1903,107.5125,CN,"Fri, 12 Mar 2021 01:15:36",25.64,106.9
Asău,30.0,56,73,3.11,46.4333,26.4,TV,"Thu, 11 Mar 2021 19:15:36",-12.18,178.25
Sharan,1.71,97,100,7.67,54.8167,54.0,RU,"Thu, 11 Mar 2021 22:15:37",54.78,54.01
Taltal,72.0,74,16,7.43,-25.4,-70.4833,CL,"Thu, 11 Mar 2021 14:15:37",-26.03,-74.25
Dorado,84.0,65,40,33.55,18.4588,-66.2677,US,"Thu, 11 Mar 2021 13:15:38",20.49,-66.35
Ust-Kuyga,-12.05,83,100,5.06,70.0167,135.6,RU,"Fri, 12 Mar 2021 03:15:38",70.69,133.45
Kiama,71.01,89,96,3.0,-34.6833,150.8667,AU,"Fri, 12 Mar 2021 04:15:38",-36.42,153.93
Kati,95.0,10,0,8.05,12.7441,-8.0726,ML,"Thu, 11 Mar 2021 17:15:39",13.15,-8.25
Santa Rosalía,61.03,38,76,5.99,27.3167,-112.2833,MX,"Thu, 11 Mar 2021 10:15:39",18.11,-93.73
Heihe,15.8,73,0,2.24,50.2441,127.4902,CN,"Fri, 12 Mar 2021 01:15:39",50.05,126.75
Talaya,-12.73,84,88,0.56,61.3833,152.75,RU,"Fri, 12 Mar 2021 04:15:40",60.07,154.52
Nieuwpoort,48.99,66,75,31.07,51.1244,2.7735,AN,"Thu, 11 Mar 2021 18:15:40",11.93,-68.74
Mosquera,66.2,52,40,6.91,4.7059,-74.2302,CO,"Thu, 11 Mar 2021 12:15:40",2.58,-78.69
Vyazovaya,-4.29,98,100,6.15,54.905,58.3561,RU,"Thu, 11 Mar 2021 22:15:41",54.95,58.39
Poplar Bluff,68.0,73,90,19.57,36.757,-90.3929,US,"Thu, 11 Mar 2021 11:15:41",36.99,-90.02
Kargat,25.66,78,100,21.14,55.1956,80.2811,RU,"Fri, 12 Mar 2021 00:15:41",55.28,80.28
Ayan,6.69,69,4,8.37,56.45,138.1667,RU,"Fri, 12 Mar 2021 03:15:42",57.44,140.0
Rafrāf,60.8,41,20,10.36,37.1904,10.1837,TN,"Thu, 11 Mar 2021 18:13:49",37.7,10.53
Cockburn Town,77.0,78,75,16.11,21.4612,-71.1419,TC,"Thu, 11 Mar 2021 12:15:42",24.29,-66.28
Idritsa,25.77,75,100,12.55,56.3316,28.8988,RU,"Thu, 11 Mar 2021 20:15:43",56.03,29.06
Ryazan,6.01,24,9,5.75,54.6197,39.74,RU,"Thu, 11 Mar 2021 20:15:43",54.7,39.74
Banda Aceh,79.12,82,20,7.29,5.5577,95.3222,ID,"Fri, 12 Mar 2021 00:12:09",1.16,88.29
Pudozh,9.34,92,10,6.67,61.8099,36.5345,RU,"Thu, 11 Mar 2021 20:15:44",62.47,37.1
Zyryanka,-8.73,88,17,1.59,65.75,150.85,RU,"Fri, 12 Mar 2021 04:15:44",66.55,151.3
Santa Cruz Cabrália,86.0,54,40,18.41,-16.2781,-39.0247,BR,"Thu, 11 Mar 2021 14:15:44",-16.29,-38.37
Rosetta,62.6,72,40,12.66,31.4044,30.4164,EG,"Thu, 11 Mar 2021 19:15:45",32.72,30.79
Sarh,105.8,15,0,4.27,9.1429,18.3923,TD,"Thu, 11 Mar 2021 18:15:46",8.85,18.63
Íos,53.01,62,19,31.07,36.7333,25.2833,GR,"Thu, 11 Mar 2021 19:15:46",36.8,25.22
Puerto Ayacucho,95.9,35,21,2.59,5.6639,-67.6236,VE,"Thu, 11 Mar 2021 13:15:47",4.9,-65.88
Umm Kaddadah,89.29,8,83,11.77,13.6017,26.6876,SD,"Thu, 11 Mar 2021 19:15:47",14.39,27.32
Sabang,81.99,78,0,10.4,5.8933,95.3214,PH,"Fri, 12 Mar 2021 00:15:47",14.79,123.16
Arica,78.8,53,0,12.66,-18.475,-70.3042,CL,"Thu, 11 Mar 2021 14:15:15",-18.53,-71.16
Sola,75.24,88,100,16.89,-13.8833,167.55,VU,"Fri, 12 Mar 2021 04:15:48",-11.03,171.63
Mangan,61.39,58,49,5.32,27.5167,88.5333,IN,"Thu, 11 Mar 2021 22:45:48",28.47,87.93
Namwala,69.98,90,55,3.47,-15.7504,26.4384,ZM,"Thu, 11 Mar 2021 19:15:48",-16.41,25.48
Bandar-e Anzali,48.2,100,90,8.9,37.4727,49.4622,IR,"Thu, 11 Mar 2021 20:45:49",37.36,49.48
Maceió,87.8,51,40,12.66,-9.6658,-35.7353,BR,"Thu, 11 Mar 2021 14:15:49",-17.2,-26.71
Toronto,66.2,51,73,18.3,43.7001,-79.4163,CA,"Thu, 11 Mar 2021 12:02:44",43.64,-79.58
Kletnya,11.97,93,91,8.97,53.3897,33.2171,RU,"Thu, 11 Mar 2021 20:15:50",53.19,33.35
Cururupu,89.29,51,100,6.51,-1.8283,-44.8683,BR,"Thu, 11 Mar 2021 14:15:50",0.82,-43.32
Sioux Lookout,24.8,63,40,10.36,50.1001,-91.917,CA,"Thu, 11 Mar 2021 11:15:50",51.32,-92.32
Marawi,75.0,93,99,1.01,7.9986,124.2928,SD,"Fri, 12 Mar 2021 01:15:51",19.39,27.92
Maragogi,85.03,65,93,11.36,-9.0122,-35.2225,BR,"Thu, 11 Mar 2021 14:15:51",-15.85,-25.98
Deputatsky,-11.07,98,100,3.51,69.3,139.9,RU,"Fri, 12 Mar 2021 03:15:51",72.84,140.28
Wyndham,73.99,27,1,14.97,37.6985,-77.6125,NZ,"Thu, 11 Mar 2021 12:15:52",-46.24,169.23
Hamada,50.0,11,100,5.53,34.8833,132.0833,JP,"Fri, 12 Mar 2021 02:15:52",35.7,131.41
Formosa do Rio Preto,88.12,61,18,0.98,-11.0483,-45.1931,BR,"Thu, 11 Mar 2021 14:15:53",-11.07,-44.91
Roald,44.6,57,75,17.27,62.5833,6.1333,NO,"Thu, 11 Mar 2021 18:15:53",68.23,3.91
Shūshtar,74.68,30,100,5.91,32.0455,48.8567,IR,"Thu, 11 Mar 2021 20:45:53",31.72,48.65
Varna,35.6,64,75,4.61,43.2167,27.9167,RU,"Thu, 11 Mar 2021 19:11:02",52.93,61.2
Yerbogachën,29.19,95,97,10.38,61.2767,108.0108,RU,"Fri, 12 Mar 2021 01:15:54",59.67,108.87
Coudekerque-Branche,48.99,66,75,31.07,51.0229,2.3936,FR,"Thu, 11 Mar 2021 18:15:54",50.96,2.5
North Branch,41.0,78,87,11.01,45.5113,-92.9802,US,"Thu, 11 Mar 2021 11:15:55",46.13,-92.98
Grand Gaube,80.01,73,0,4.0,-20.0064,57.6608,MU,"Thu, 11 Mar 2021 21:15:55",-12.77,65.33
Arshan',17.6,57,0,20.13,46.2732,44.22,RU,"Thu, 11 Mar 2021 20:15:55",45.89,44.02
Baytown,75.99,80,100,5.01,29.7355,-94.9774,US,"Thu, 11 Mar 2021 11:15:56",29.74,-94.86
Kirakira,78.66,82,100,2.57,-10.4544,161.9205,SB,"Fri, 12 Mar 2021 04:15:56",-10.77,162.98
Mihara,51.01,79,100,2.17,34.4,133.0833,JP,"Fri, 12 Mar 2021 02:15:56",34.47,132.99
Lumphat,76.41,59,0,9.78,13.4878,106.9816,KH,"Fri, 12 Mar 2021 00:15:57",13.94,106.95
Loreto,74.03,15,10,2.42,22.2667,-101.9667,MX,"Thu, 11 Mar 2021 11:15:57",26.29,-110.73
Manavālakurichi,82.4,74,20,4.61,8.1333,77.3,IN,"Thu, 11 Mar 2021 22:45:58",7.72,76.92
Kibungo,78.8,47,20,8.05,-2.1597,30.5427,RW,"Thu, 11 Mar 2021 19:15:58",-1.98,30.78
Aykhal,-8.86,99,96,4.88,66.0,111.5,RU,"Fri, 12 Mar 2021 02:15:58",66.53,109.42
Karlstad,32.0,100,90,11.5,59.3793,13.5036,SE,"Thu, 11 Mar 2021 18:15:59",59.27,13.79
Richmond,75.2,27,20,20.71,37.5538,-77.4603,ZA,"Thu, 11 Mar 2021 12:13:15",-30.17,30.35
Sarkand,31.24,70,50,3.89,45.41,79.9186,KZ,"Thu, 11 Mar 2021 23:15:59",45.59,81.11
Tiznit Province,65.08,38,0,11.72,29.5833,-9.5,MA,"Thu, 11 Mar 2021 18:15:59",27.83,-10.15
Santa Cruz de la Sierra,89.6,55,75,13.8,-17.8,-63.1667,CR,"Thu, 11 Mar 2021 13:14:23",9.28,-89.21
Segezha,9.99,83,0,11.12,63.7415,34.3222,RU,"Thu, 11 Mar 2021 20:16:00",63.89,33.47
Sande,48.2,61,75,29.93,53.5049,8.0142,NO,"Thu, 11 Mar 2021 18:16:00",61.37,5.66
Rawlins,24.8,63,90,10.36,41.7911,-107.2387,US,"Thu, 11 Mar 2021 10:12:18",41.54,-106.58
Dawson Creek,17.6,62,20,2.3,55.7666,-120.2362,CA,"Thu, 11 Mar 2021 10:16:01",56.59,-120.03
Copiapó,73.4,60,0,12.66,-27.3667,-70.3333,CL,"Thu, 11 Mar 2021 14:16:01",-28.41,-68.85
Canavieiras,86.0,66,20,2.3,-15.675,-38.9472,BR,"Thu, 11 Mar 2021 14:16:01",-15.32,-37.58
Xingyi,54.07,53,6,3.22,24.1877,102.817,CN,"Fri, 12 Mar 2021 01:16:02",25.63,105.28
Gemeente Goirle,48.0,81,75,10.36,51.5167,5.05,NL,"Thu, 11 Mar 2021 18:14:25",51.51,5.03
Karaton,81.0,88,40,5.75,-6.3424,106.1045,KZ,"Fri, 12 Mar 2021 00:16:02",45.83,52.51
Viedma,73.92,19,73,11.16,-40.8135,-62.9967,AR,"Thu, 11 Mar 2021 14:16:03",-41.44,-62.76
Te Anau,42.42,95,69,1.03,-45.4167,167.7167,NZ,"Fri, 12 Mar 2021 06:16:03",-39.22,161.41
Show Low,42.8,26,1,28.77,34.2542,-110.0298,US,"Thu, 11 Mar 2021 10:15:26",34.98,-109.75
Egvekinot,-29.15,99,23,1.03,66.3167,-179.1667,RU,"Fri, 12 Mar 2021 05:16:04",66.5,-178.8
Raahe,17.01,73,90,12.66,64.6833,24.4833,FI,"Thu, 11 Mar 2021 19:16:04",64.71,24.59
Mayumba,82.33,78,83,7.61,-3.432,10.6554,GA,"Thu, 11 Mar 2021 18:16:04",-3.99,10.81
Rizhao,45.1,86,99,2.64,35.4275,119.4553,CN,"Fri, 12 Mar 2021 01:16:05",35.35,119.53
Laguna,48.0,76,1,12.66,38.421,-121.4238,BR,"Thu, 11 Mar 2021 09:16:05",-46.82,-28.22
Ca Mau,78.03,80,53,8.43,9.1769,105.15,VN,"Fri, 12 Mar 2021 00:16:05",7.0,105.83
Hervey Bay,73.0,90,14,1.01,-25.2986,152.8535,AU,"Fri, 12 Mar 2021 03:16:06",-24.17,158.17
Zhaotong,49.1,84,73,6.73,27.3167,103.7167,CN,"Fri, 12 Mar 2021 01:16:06",27.46,103.9
Yumen,44.01,24,99,9.26,40.2833,97.2,CN,"Fri, 12 Mar 2021 01:16:06",41.17,96.45
Manadhoo,83.41,68,86,6.15,5.7667,73.3833,MV,"Thu, 11 Mar 2021 22:16:07",5.83,74.69
Golden,39.99,80,40,8.05,39.7555,-105.2211,CA,"Thu, 11 Mar 2021 10:16:07",50.91,-117.5
Tura,72.18,41,0,2.75,25.5198,90.2201,RU,"Thu, 11 Mar 2021 22:46:07",66.88,96.74
Takaka,57.99,85,68,1.01,-40.85,172.8,NZ,"Fri, 12 Mar 2021 06:16:08",-39.86,172.51
Stornoway,39.99,87,40,27.63,58.2093,-6.3865,GB,"Thu, 11 Mar 2021 17:15:00",58.82,-6.39
Newport,46.0,78,83,3.0,51.5877,-2.9984,US,"Thu, 11 Mar 2021 17:16:09",44.52,-124.93
Fort Nelson,12.2,57,75,3.44,58.8053,-122.7002,CA,"Thu, 11 Mar 2021 10:16:09",58.86,-125.09
Jalu,69.53,43,69,17.09,29.0331,21.5482,LY,"Thu, 11 Mar 2021 19:16:09",26.14,21.77
Sosnogorsk,10.24,87,100,7.85,63.6023,53.8817,RU,"Thu, 11 Mar 2021 20:16:10",64.2,54.33
Cabo Rojo,86.0,55,0,5.01,18.0866,-67.1457,US,"Thu, 11 Mar 2021 13:16:10",17.11,-67.85
Dunda,68.02,90,80,3.36,-8.1167,34.25,TZ,"Thu, 11 Mar 2021 20:16:10",-8.11,34.51
Moussoro,91.72,7,38,4.97,13.6408,16.4901,TD,"Thu, 11 Mar 2021 18:16:11",15.76,17.78
Pitimbu,87.8,62,40,13.8,-7.4706,-34.8086,BR,"Thu, 11 Mar 2021 14:11:21",-7.19,-29.14
Honāvar,78.04,84,30,1.61,14.2833,74.45,IN,"Thu, 11 Mar 2021 22:46:11",13.61,73.01
Camaná,76.28,76,73,6.64,-16.6228,-72.7111,PE,"Thu, 11 Mar 2021 12:16:12",-20.86,-76.24
Kolondiéba,100.87,10,0,6.87,11.0882,-6.8926,ML,"Thu, 11 Mar 2021 17:16:12",10.93,-6.91
Buluang,75.34,87,100,4.43,13.3068,123.3425,PH,"Fri, 12 Mar 2021 01:16:12",13.43,116.32
Ixtapa,78.8,53,1,5.35,20.7,-105.2,MX,"Thu, 11 Mar 2021 11:16:13",9.68,-105.08
